date,open,high,low,close,C-O,volume,SMA7,profit or not
"23,08,2022",167.08,168.71,166.65,167.23,0.15,53709564,171.6057143,0
"24,08,2022",167.32,168.11,166.245,167.53,0.21,53841524,170.7971429,0
"25,08,2022",168.78,170.14,168.35,170.03,1.25,50545678,170.3685714,0
"26,08,2022",170.57,171.05,163.56,163.62,-6.95,78321014,168.8071429,1
"29,08,2022",161.145,162.9,159.82,161.38,0.235,72724452,166.9828571,0
"30,08,2022",162.13,162.56,157.72,158.91,-3.22,74687627,165.1814286,1
"31,08,2022",160.305,160.58,157.14,157.22,-3.085,86043717,163.7028571,1
"1,9,2022",156.64,158.42,154.67,157.96,1.32,73649928,162.3785714,0
"2,9,2022",159.75,160.362,154.965,155.81,-3.94,76807343,160.7042857,1
"6,9,2022",156.47,157.09,153.69,154.53,-1.94,73295539,158.49,1
"7,9,2022",154.825,156.67,153.61,155.96,1.135,87157032,157.3957143,0
"8,9,2022",154.64,156.36,152.68,154.46,-0.18,83842314,156.4071429,1
"9,9,2022",155.47,157.82,154.75,157.37,1.9,67697911,156.1871429,0
"12,9,2022",159.59,164.26,159.3,163.43,3.84,103334620,157.0742857,0
"13,09,2022",159.9,160.54,153.37,153.84,-6.06,121848025,156.4857143,1
"14,09,2022",154.785,157.1,153.6106,155.31,0.525,87794885,156.4142857,0
"15,09,2022",154.65,155.24,151.38,152.37,-2.28,89846209,156.1057143,1
"16,09,2022",151.21,151.35,148.37,150.7,-0.51,162003604,155.3542857,1
"19,09,2022",149.31,154.56,149.1,154.48,5.17,79599270,155.3571429,0
"20,09,2022",153.4,158.08,153.08,156.9,3.5,107035944,155.29,0
"21,09,2022",157.34,158.74,153.6,153.72,-3.62,100244121,153.9028571,1
"22,09,2022",152.38,154.47,150.91,152.74,0.36,86264792,153.7457143,0
"23,09,2022",151.19,151.47,148.56,150.43,-0.76,95673836,153.0485714,1
"26,09,2022",149.66,153.7701,149.64,150.77,1.11,92780453,152.82,0
"27,09,2022",152.74,154.72,149.945,151.76,-0.98,84079076,152.9714286,1
"28,09,2022",147.64,150.6414,144.84,149.84,2.2,145054435,152.3085714,0
"29,09,2022",146.1,146.72,140.68,142.48,-3.62,127300128,150.2485714,1
"30,09,2022",141.28,143.1,138,138.2,-3.08,123797858,148.0314286,1
"3,10,2022",138.21,143.07,137.685,142.45,4.24,113664225,146.5614286,0
"4,10,2022",145.03,146.22,144.26,146.1,1.07,87624512,145.9428571,0
"5,10,2022",144.075,147.38,143.01,146.4,2.325,79143320,145.3185714,0
"6,10,2022",145.81,147.54,145.22,145.43,-0.38,68104809,144.4142857,1
"7,10,2022",142.54,143.1,139.445,140.09,-2.45,85464726,143.0214286,1
"10,10,2022",140.42,141.89,138.5729,140.42,0,74588422,142.7271429,0
"11,10,2022",139.9,141.35,138.22,138.98,-0.92,76836862,142.8385714,1
"12,10,2022",139.13,140.36,138.16,138.34,-0.79,69832209,142.2514286,1
"13,10,2022",134.99,143.59,134.37,142.99,8,112874934,141.8071429,0
"14,10,2022",144.31,144.52,138.19,138.38,-5.93,88420512,140.6614286,1
"17,10,2022",141.065,142.9,140.27,142.41,1.345,84681653,140.23,0
"18,10,2022",145.49,146.7,140.61,143.75,-1.74,98702752,140.7528571,1
"19,10,2022",141.69,144.9492,141.5,143.86,2.17,61512437,141.2442857,0
"20,10,2022",143.02,145.89,142.65,143.39,0.37,64328245,141.8742857,0
"21,10,2022",142.87,147.8479,142.649,147.27,4.4,85732265,143.15,0
"24,10,2022",147.185,150.23,146,149.45,2.265,75569074,144.0728571,0
"25,10,2022",150.09,152.49,149.36,152.34,2.25,73583421,146.0671429,0
"26,10,2022",150.96,151.99,148.04,149.35,-1.61,87769611,147.0585714,1
"27,10,2022",148.07,149.046,144.13,144.8,-3.27,108110875,147.2085714,1
"28,10,2022",148.2,157.5,147.82,155.74,7.54,162857942,148.9057143,0
