date,open,high,low,close,C-O,volume,SMA7,profit or not
"2,1,2019",37.434,38.391,37.2745,38.1663,0.7323,148158948,37.38357143,0
"3,1,2019",34.7972,35.2178,34.3187,34.3646,-0.4326,365248780,37.08871429,1
"4,1,2019",34.9302,35.9017,34.7537,35.8316,0.9014,234428280,37.13808571,0
"7,1,2019",35.938,35.9694,35.2613,35.7519,-0.1861,219111056,36.81907143,1
"8,1,2019",36.1458,36.692,35.8945,36.4334,0.2876,164101256,36.63262857,0
"9,1,2019",36.5639,37.347,36.1627,37.0521,0.4882,180396324,36.53181429,0
"10,1,2019",36.8564,37.2116,36.46,37.1705,0.3141,143122680,36.39577143,0
"11,1,2019",36.9482,37.1464,36.6171,36.8056,-0.1426,108092964,36.20138571,1
"14,01,2019",36.4576,36.5591,36.0636,36.2521,-0.2055,129756744,36.47102857,1
"15,01,2019",36.3174,37.0714,36.2642,36.9941,0.6767,114841296,36.6371,0
"16,01,2019",36.9965,37.6732,36.9772,37.4461,0.4496,122278824,36.87912857,0
"17,01,2019",37.2672,38.1034,37.04,37.6684,0.4012,119284640,37.05555714,0
"18,01,2019",38.0648,38.1566,37.6975,37.9004,-0.1644,135004092,37.17674286,1
"22,01,2019",37.8013,37.8787,36.8854,37.0497,-0.7516,121575880,37.15948571,1
"23,01,2019",37.2551,37.4944,36.663,37.1995,-0.0556,92522280,37.21575714,1
"24,01,2019",37.2455,37.3349,36.6727,36.9047,-0.3408,101766196,37.30898571,1
"25,01,2019",37.5766,38.217,37.2962,38.1276,0.551,134191572,37.47091429,0
"28,01,2019",37.6515,37.782,37.1367,37.7747,0.1232,104768232,37.51785714,0
"29,01,2019",37.7627,38.217,37.2455,37.3832,-0.3795,166348956,37.47711429,1
"30,01,2019",39.4544,40.1553,38.7245,39.9378,0.4834,244439120,37.76817143,0
"31,01,2019",40.1456,40.8441,39.771,40.2254,0.0798,162958596,38.22184286,0
"1,2,2019",40.3511,40.8393,40.1021,40.2447,-0.1064,130672552,38.65687143,1
"4,2,2019",40.4598,41.4858,40.4284,41.3879,0.9281,125982328,39.29732857,0
"5,2,2019",41.777,42.3135,41.6537,42.096,0.319,144406512,39.86424286,0
"6,2,2019",42.2096,42.4319,41.7753,42.1105,-0.0991,112958364,40.48364286,1
"7,2,2019",41.6658,42.038,41.1679,41.3129,-0.3529,126966760,41.04502857,1
"8,2,2019",41.0166,41.422,40.8783,41.3613,0.3447,95279864,41.24838571,0
"11,2,2019",41.5166,41.5555,41.0797,41.1234,-0.3932,83973700,41.37667143,1
"12,2,2019",41.286,41.5045,41.189,41.4778,0.1918,89134092,41.55282857,0
"13,02,2019",41.5991,41.8637,41.2424,41.3055,-0.2936,89960932,41.54105714,1
"14,02,2019",41.1914,41.568,41.1113,41.4559,0.2645,87342988,41.44961429,0
"15,02,2019",41.5652,41.6744,41.2011,41.3637,-0.2015,98507256,41.34292857,1
"19,02,2019",41.1914,41.6113,41.138,41.4875,0.2961,75891304,41.36787143,0
"20,02,2019",41.5506,42.0676,41.5021,41.7545,0.2039,104457448,41.42404286,0
"21,02,2019",41.6987,41.837,41.3346,41.519,-0.1797,68998680,41.48055714,1
"22,02,2019",41.6453,41.9899,41.5967,41.9826,0.3373,75652616,41.55267143,0
"25,02,2019",42.2715,42.6865,42.2205,42.2885,0.017,87493432,41.6931,0
"26,02,2019",42.1622,42.5482,42.032,42.3127,0.1505,68280844,41.8155,0
"27,02,2019",42.0409,42.4754,41.9244,42.4438,0.4029,111341556,41.9698,0
"28,02,2019",42.3103,42.4535,41.9705,42.0263,-0.284,112861664,42.04677143,1
"1,3,2019",42.3006,42.5118,41.9632,42.4681,0.1675,103544668,42.14871429,0
"4,3,2019",42.6428,43.1428,42.2254,42.6817,0.0389,109744812,42.31481429,0
"5,3,2019",42.7035,42.7181,42.3637,42.604,-0.0995,78949676,42.40358571,1
"6,3,2019",42.3953,42.5943,42.2181,42.3588,-0.0365,83241536,42.41362857,1
"7,3,2019",42.2011,42.3394,41.7521,41.8686,-0.3325,99185496,42.35018571,1
"8,3,2019",41.3394,42.0069,41.1404,41.9681,0.6287,95997432,42.28222857,0
"11,3,2019",42.5943,43.4753,42.5603,43.4219,0.8276,128044136,42.4816,0
"12,3,2019",43.6889,44.337,43.536,43.9098,0.2209,129870336,42.68755714,0
"13,03,2019",44.235,44.4899,43.9122,44.104,-0.131,124130096,42.89074286,1
"14,03,2019",44.6355,44.6841,44.3103,44.5943,-0.0412,94318032,43.17507143,1
"15,03,2019",44.8661,45.468,44.5967,45.1744,0.3083,156171648,43.5773,0
"18,03,2019",45.0967,45.7253,45.0943,45.6355,0.5388,104879328,44.11542857,0
"19,03,2019",45.7156,45.871,45.1258,45.2739,-0.4417,126585476,44.58768571,1
"20,03,2019",45.2011,45.9923,44.837,45.6695,0.4684,124140924,44.90877143,0
"21,03,2019",46.121,47.6525,46.07,47.3515,1.2305,204136948,45.40044286,0
"22,03,2019",47.4122,47.9826,46.3054,46.3709,-1.0413,169630664,45.72428571,1
"25,03,2019",46.4826,46.5967,45.2909,45.8103,-0.6723,175381172,45.898,1
"26,03,2019",46.52,46.8151,44.8006,45.337,-1.183,199202152,45.92122857,1
"27,03,2019",45.8127,46.0578,45.2787,45.7447,-0.068,119393708,45.93682857,1
"28,03,2019",45.8612,46.0091,45.5166,45.8054,-0.0558,83121452,46.01275714,1
"29,03,2019",46.0748,46.1355,45.7617,46.104,0.0292,94255844,46.07482857,0
"1,4,2019",46.5142,46.5239,45.7229,46.4171,-0.0971,111447856,45.94134286,1
"2,4,2019",46.3807,47.1986,46.3709,47.0918,0.7111,91062928,46.04432857,0
"3,4,2019",46.9049,47.6938,46.8807,47.4146,0.5097,93087320,46.27351429,0
"4,4,2019",47.2787,47.6622,46.8782,47.4972,0.2185,76457100,46.58211429,0
"5,4,2019",47.6816,47.8394,47.5554,47.8151,0.1335,74106576,46.87788571,0
"8,4,2019",47.6743,48.5991,47.6549,48.5675,0.8932,103526788,47.27247143,0
"9,4,2019",48.6209,49.235,48.3564,48.4219,-0.199,143072948,47.6036,1
"10,4,2019",48.2229,48.7229,48.1015,48.6937,0.4708,86781152,47.92882857,0
"11,4,2019",48.7496,48.786,48.1654,48.2884,-0.4612,83603232,48.09977143,1
"12,4,2019",48.3491,48.5772,47.6234,48.269,-0.0801,111042672,48.22182857,1
"15,04,2019",48.1986,48.5069,48.0603,48.3564,0.1578,70146584,48.34457143,0
"16,04,2019",48.4122,48.8758,48.1937,48.3612,-0.051,102785540,48.42258571,1
"17,04,2019",48.4316,49.3636,48.2059,49.303,0.8714,115627120,48.52765714,0
"18,04,2019",49.3005,49.5505,49.1549,49.4801,0.1796,96783064,48.67882857,0
"22,04,2019",49.2301,49.7423,49.1112,49.6428,0.4127,77758180,48.81441429,0
"23,04,2019",49.6185,50.4243,49.4899,50.3588,0.7403,93291964,49.11018571,0
"24,04,2019",50.3297,50.6015,50.2544,50.2811,-0.0486,70162436,49.39762857,1
"25,04,2019",50.201,50.4267,49.786,49.8248,-0.3762,74172824,49.6074,1
"26,04,2019",49.7326,49.7568,49.0578,49.5869,-0.1457,74596408,49.7825,1
"29,04,2019",49.6112,49.9923,49.4801,49.6622,0.051,88818864,49.83381429,0
"30,04,2019",49.286,49.3685,48.3272,48.7059,-0.5801,186139692,49.72321429,1
"1,5,2019",50.9413,52.2592,50.7835,51.0966,0.1553,259309312,49.9309,0
"2,5,2019",50.9316,51.6136,50.5165,50.7641,-0.1675,127985296,49.9888,1
"3,5,2019",51.1864,51.417,51.0262,51.3952,0.2088,83569512,50.14795714,0
"6,5,2019",49.5845,50.6889,49.3928,50.6015,1.017,129772452,50.25891429,0
"7,5,2019",49.9704,50.3436,48.7435,49.2374,-0.733,155054792,50.20898571,1
"8,5,2019",49.0044,49.8394,48.968,49.2471,0.2427,105358016,50.14968571,0
"9,5,2019",48.6403,48.951,47.7326,48.718,0.0777,139634428,50.15141429,0
"10,5,2019",48.1039,48.4526,46.9711,48.0457,-0.0582,164834848,49.71557143,1
"13,05,2019",45.7382,46.1695,44.554,45.2533,-0.4849,229722492,48.92831429,1
"14,05,2019",45.4214,46.2231,45.1778,45.9697,0.5483,146118708,48.15324286,0
"15,05,2019",45.3873,46.7226,45.3264,46.5204,1.1331,106178872,47.57022857,0
"16,05,2019",46.2743,46.8978,46.0135,46.3157,0.0414,132125456,47.15284286,0
"17,05,2019",45.5481,46.5155,45.5067,46.0525,0.5044,131516360,46.69647143,0
"20,05,2019",44.7172,44.9192,43.9287,44.6125,-0.1047,154449160,46.10997143,1
"21,05,2019",45.1315,45.8089,45.0048,45.4677,0.3362,113459392,45.74168571,0
"22,05,2019",44.995,45.2509,44.4809,44.5369,-0.4581,118994224,45.63934286,1
"23,05,2019",43.8108,43.9911,43.3259,43.7767,-0.0341,146118944,45.32605714,1
"24,05,2019",43.9083,44.381,43.5233,43.6086,-0.2997,94858744,44.91008571,1
"28,05,2019",43.5964,44.0033,43.3503,43.4283,-0.1681,111792640,44.4976,1
"29,05,2019",42.9872,43.7012,42.8849,43.2211,0.2339,113924660,44.09311429,0
"30,05,2019",43.36,43.6719,43.0481,43.4453,0.0853,84873648,43.92637143,0
"31,05,2019",42.9409,43.3698,42.6388,42.6583,-0.2826,108174336,43.52502857,1
"3,6,2019",42.7874,43.3527,41.4887,42.227,-0.5604,161584276,43.19504286,1
"4,6,2019",42.7484,43.8181,42.5243,43.7718,1.0234,123871844,43.19434286,0
"5,6,2019",44.9024,45.0754,44.1373,44.4784,-0.424,119093708,43.3186,1
"6,6,2019",44.61,45.1924,44.3832,45.1315,0.5215,90105244,43.56191429,0
"7,6,2019",45.4458,46.764,45.2655,46.3327,0.8869,122737572,44.00642857,0
"10,6,2019",46.7372,47.6047,46.6909,46.9248,0.1876,104883404,44.5035,0
"11,6,2019",47.4804,47.7582,47.1734,47.4682,-0.0122,107731528,45.19062857,1
"12,6,2019",47.2587,47.7509,47.121,47.3171,0.0584,73012756,45.91778571,0
"13,06,2019",47.4414,47.9507,47.1734,47.3074,-0.134,86698500,46.42287143,1
"14,06,2019",46.6726,47.17,46.3693,46.9638,0.2912,75045896,46.77792857,0
"17,06,2019",47.0028,47.5048,46.8249,47.244,0.2412,58676576,47.07971429,0
"18,06,2019",47.7704,48.8035,47.5657,48.3551,0.5847,106204016,47.36862857,0
"19,06,2019",48.6549,48.7036,48.0774,48.2138,-0.4411,84496940,47.55277143,1
"20,06,2019",48.823,48.8815,48.2528,48.6012,-0.2218,86055952,47.71462857,1
"21,06,2019",48.4404,48.9399,48.282,48.4356,-0.0048,191202356,47.87441429,1
"24,06,2019",48.3771,48.7718,48.2869,48.3868,0.0097,72881684,48.02861429,0
"25,06,2019",48.3503,48.5525,47.5852,47.6534,-0.6969,84281336,48.12712857,1
"26,06,2019",48.1895,48.9741,48.0871,48.6841,0.4946,104270048,48.33285714,0
"27,06,2019",48.8035,49.1154,48.628,48.6695,-0.134,83598868,48.37777143,1
"28,06,2019",48.4112,48.6098,48.014,48.226,-0.1852,124442568,48.37951429,1
"1,7,2019",49.5052,49.8269,48.8912,49.1105,-0.3947,109266956,48.45227143,1
"2,7,2019",49.0764,49.4961,49.0642,49.398,0.3216,67740868,48.58975714,0
"3,7,2019",49.532,49.8147,49.3883,49.8074,0.2754,45448180,48.7927,0
"5,7,2019",49.5491,49.9706,49.4395,49.7635,0.2144,69062072,49.09414286,0
"8,7,2019",48.9302,49.074,48.3454,48.7377,-0.1925,101354512,49.1018,1
"9,7,2019",48.5379,49.1008,48.4429,49.035,0.4971,82312060,49.15401429,0
"10,7,2019",49.1836,49.6417,49.1129,49.5199,0.3363,71588552,49.33885714,0
"11,7,2019",49.5394,49.8025,49.1495,49.1592,-0.3802,80767368,49.34581429,1
"12,7,2019",49.3298,49.7075,49.2689,49.5369,0.2071,70380848,49.36565714,0
"15,07,2019",49.7294,50.1631,49.7075,50.0023,0.2729,67789680,49.3935,0
"16,07,2019",49.8512,50.2216,49.5856,49.8293,-0.0219,67467264,49.4029,1
"17,07,2019",49.7197,49.9734,49.5296,49.5491,-0.1706,56429800,49.51881429,1
"18,07,2019",49.7075,50.1656,49.6344,50.112,0.4045,74328644,49.67267143,0
"19,07,2019",50.1436,50.3166,49.3079,49.3639,-0.7797,83717228,49.65038571,1
"22,07,2019",49.6222,50.4945,49.6125,50.4921,0.8699,89111728,49.8408,0
"23,07,2019",50.7942,50.9039,50.5091,50.8868,0.0926,73420840,50.03364286,0
"24,07,2019",50.6017,50.9624,50.4799,50.8454,0.2437,59966268,50.15408571,0
"25,07,2019",50.899,50.9843,50.3727,50.4433,-0.4557,55638248,50.2418,1
"26,07,2019",50.5554,51.1037,50.4726,50.6188,0.0634,70475496,50.39461429,0
"29,07,2019",50.7942,51.3254,50.7893,51.0915,0.2973,86693556,50.53454286,0
"30,07,2019",50.8673,51.2085,50.514,50.8722,0.0049,135742872,50.75001429,0
"31,07,2019",52.7338,53.9399,51.4862,51.9102,-0.8236,277125444,50.9526,1
"1,8,2019",52.1198,53.1261,50.376,50.7869,-1.3329,216071688,50.93832857,1
"2,8,2019",50.0803,50.2996,49.13,49.7124,-0.3679,163448488,50.77647143,1
"5,8,2019",48.2431,48.4036,46.9248,47.11,-1.1331,209571876,50.30028571,1
"6,8,2019",47.8337,48.2618,47.2806,48.0018,0.1681,143299148,49.92642857,0
"7,8,2019",47.6144,48.6256,47.227,48.4989,0.8845,133457600,49.55605714,0
"8,8,2019",48.7816,49.593,48.5842,49.5686,0.787,108038092,49.36982857,0
"9,8,2019",49.2375,49.5946,48.7459,49.1617,-0.0758,98478984,48.97718571,1
"12,8,2019",48.8266,49.4213,48.7116,49.0369,0.2103,89927556,48.72718571,0
"13,08,2019",49.169,51.8889,49.1225,51.1136,1.9446,190159144,48.92735714,0
"14,08,2019",49.6924,50.4947,49.5523,49.5922,-0.1002,146189772,49.28195714,1
"15,08,2019",49.7658,50.1768,48.8388,49.3451,-0.4207,111533452,49.47385714,1
"16,08,2019",49.9664,50.6708,49.8588,50.5094,0.543,115254496,49.76107143,0
"19,08,2019",51.5171,52.0334,51.3716,51.4511,-0.066,97727660,50.03,1
"20,08,2019",51.5807,52.1849,51.4438,51.4536,-0.1271,107678116,50.35741429,1
"21,08,2019",52.0968,52.2583,51.7576,52.0112,-0.0856,86258988,50.78231429,1
"22,08,2019",52.1458,52.4503,51.5489,51.9672,-0.1786,89071276,50.90425714,1
"23,08,2019",51.2261,51.8672,49.1641,49.5653,-1.6608,187531372,50.90041429,1
"26,08,2019",50.3529,50.6782,50.1565,50.507,0.1541,104264520,51.0664,0
"27,08,2019",50.8421,51.0108,49.783,49.937,-0.9051,103589376,50.98462857,1
"28,08,2019",49.9224,50.3186,49.7316,50.2721,0.3497,63830528,50.8162,0
"29,08,2019",50.9986,51.1992,50.5473,51.1233,0.1247,84030608,50.76901429,0
"30,08,2019",51.4046,51.4756,50.6806,51.0573,-0.3473,84650244,50.63274286,1
"3,9,2019",50.4923,50.6268,49.9517,50.3137,-0.1786,80238296,50.39652857,1
"4,9,2019",50.9717,51.2383,50.71,51.1674,0.1957,76867280,50.6254,0
"5,9,2019",51.8547,52.3365,51.7348,52.1678,0.3131,95787936,50.86265714,0
"6,9,2019",52.3561,52.4466,51.9794,52.1629,-0.1932,76928340,51.18064286,1
"9,9,2019",52.5493,52.9407,51.6272,52.3855,-0.1638,109237604,51.48255714,1
"10,9,2019",52.3096,53.0239,51.7838,53.0043,0.6947,127111724,51.75127143,0
"11,9,2019",53.3394,54.7189,53.2562,54.6896,1.3502,177158584,52.27017143,0
"12,9,2019",54.9855,55.3818,54.511,54.5661,-0.4194,128906676,52.87765714,1
"13,09,2019",53.8115,54.0047,53.0826,53.5057,-0.3058,159053184,53.2117,1
"16,09,2019",53.2562,53.8433,53.2147,53.787,0.5308,84632564,53.44301429,0
"17,09,2019",53.8017,54.012,53.5962,53.9827,0.181,73545872,53.70298571,0
"18,09,2019",54.0707,54.5086,53.6745,54.489,0.4183,102572372,54.00348571,0
"19,09,2019",54.3031,54.7312,53.902,54.0463,-0.2568,88751504,54.15234286,1
"20,09,2019",54.149,54.4376,53.1934,53.2562,-0.8928,231908376,53.94757143,1
"23,09,2019",53.5546,53.7723,53.2367,53.4984,-0.0562,77678592,53.79504286,1
"24,09,2019",54.0695,54.4205,53.1242,53.244,-0.8255,125737468,53.75765714,1
"25,09,2019",53.4568,54.1784,53.112,54.0634,0.6066,89924024,53.79714286,0
"26,09,2019",53.8115,54.0414,53.5253,53.7846,-0.0269,76353248,53.76884286,1
"27,09,2019",53.9436,54.0463,53.1465,53.5228,-0.4208,101445140,53.63081429,1
"30,09,2019",54.0316,54.9317,54.0047,54.7825,0.7509,105274332,53.73598571,0
"1,10,2019",55.0516,55.8221,54.8388,54.9342,-0.1174,144748652,53.9757,1
"2,10,2019",54.5599,54.6871,53.3052,53.5571,-1.0028,143069028,53.98408571,1
"3,10,2019",53.4275,54.0463,52.6208,54.012,0.5845,121410744,54.0938,0
"4,10,2019",55.191,55.6435,54.763,55.5261,0.3351,139022212,54.30275714,0
"7,10,2019",55.3451,56.2403,55.2399,55.5383,0.1932,123557076,54.55328571,0
"8,10,2019",55.235,55.7829,54.8706,54.8877,-0.3473,117130800,54.74827143,1
"9,10,2019",55.531,55.7169,55.191,55.531,0,76117696,54.8552,0
"10,10,2019",55.7511,56.3651,55.597,56.2795,0.5284,115851936,55.04738571,0
"11,10,2019",56.979,58.1262,56.8219,57.7764,0.7974,167960840,55.65014286,0
"14,10,2019",57.456,58.2471,57.3997,57.6932,0.2372,97653936,56.17602857,0
"15,10,2019",57.8204,58.1286,57.4511,57.5587,-0.2617,92161932,56.4664,1
"16,10,2019",57.0817,57.5391,57.0402,57.3263,0.2446,77146776,56.72182857,0
"17,10,2019",57.5025,57.7617,57.1184,57.5489,0.0464,69091588,57.102,0
"18,10,2019",57.3802,58.1115,57.3068,57.8253,0.4451,96992092,57.42975714,0
"21,10,2019",58.0968,58.9456,58.0479,58.8282,0.7314,87246268,57.79385714,0
"22,10,2019",58.9872,59.2415,58.6109,58.6936,-0.2936,90736004,57.92488571,1
"23,10,2019",59.2171,59.4959,59.0018,59.4812,0.2641,79730180,58.18031429,0
"24,10,2019",59.8066,59.8775,59.1449,59.5791,-0.2275,71665020,58.46894286,1
"25,10,2019",59.4764,60.3496,59.4079,60.3129,0.8365,73477184,58.8956,0
"28,10,2019",60.5183,60.966,60.3471,60.917,0.3987,96572964,59.37675714,0
"29,10,2019",60.8975,61.0883,59.332,59.5082,-1.3893,142839468,59.61717143,1
"30,10,2019",59.8677,59.9998,58.9994,59.5008,-0.3669,124522088,59.71325714,1
"31,10,2019",60.4743,60.9464,58.0332,60.8461,0.3718,139162080,60.02075714,0
"1,11,2019",61.0369,62.5999,60.9439,62.573,1.5361,151125336,60.46244286,0
"4,11,2019",62.9423,63.0683,62.4653,62.9839,0.0416,103271808,60.94884286,0
"5,11,2019",62.8738,63.1527,62.6953,62.8934,0.0196,79897708,61.31748571,0
"6,11,2019",62.8053,62.9814,62.4617,62.9203,0.115,75864496,61.60367143,0
"7,11,2019",63.475,63.87,63.3205,63.6443,0.1693,94940332,62.19454286,0
"8,11,2019",63.4628,63.8921,63.0114,63.8185,0.3557,70081980,62.81135714,0
"11,11,2019",63.3671,64.3901,63.3622,64.3238,0.9567,82029836,63.30817143,0
"12,11,2019",64.1644,64.4686,64.0098,64.265,0.1006,87388904,63.54988571,0
"13,11,2019",64.0613,64.9568,64.0466,64.8807,0.8194,103270372,63.82085714,0
"14,11,2019",64.7041,64.9813,64.2993,64.4318,-0.2723,89582224,64.04062857,1
"15,11,2019",64.6869,65.2021,64.5226,65.1972,0.5103,100374664,64.3659,0
"18,11,2019",65.207,65.6069,64.8219,65.5259,0.3189,86803588,64.6347,0
"19,11,2019",65.7222,65.7467,65.1071,65.3272,-0.395,76278388,64.85022857,1
"20,11,2019",65.1432,65.2764,63.8823,64.5667,-0.5765,106439676,64.88492857,1
"21,11,2019",64.6894,64.7667,64.0736,64.2772,-0.4122,121395112,64.88667143,1
"22,11,2019",64.4195,64.5643,63.9902,64.2208,-0.1987,65325052,64.7924,1
"25,11,2019",64.449,65.364,64.4023,65.3468,0.8978,84118068,64.92311429,0
"26,11,2019",65.4867,65.5406,64.3974,64.8366,-0.6501,105339528,64.8716,1
"27,11,2019",65.153,65.7418,65.0868,65.7075,0.5545,65544488,64.89754286,0
"29,11,2019",65.4033,65.7467,65.2315,65.5627,0.1594,46617452,64.93118571,0
"2,12,2019",65.5676,65.8081,64.6305,64.8047,-0.7629,94774200,64.96518571,1
"3,12,2019",63.3695,63.6688,62.874,63.6492,0.2797,117509072,64.87547143,0
"4,12,2019",64.0466,64.5962,63.951,64.211,0.1644,67241552,64.87407143,0
"5,12,2019",64.7139,65.2291,64.4539,65.153,0.4391,74645372,64.84638571,0
"6,12,2019",65.6192,66.4827,65.575,66.4115,0.7923,106189972,65.07137143,0
"9,12,2019",66.2374,66.4336,64.9887,65.4818,-0.7556,128730580,65.03912857,1
"10,12,2019",65.8939,66.2545,65.2217,65.8645,-0.0294,90529532,65.08224286,1
"11,12,2019",65.9454,66.5072,65.8694,66.4263,0.4809,78893564,65.3139,0
"12,12,2019",65.6927,66.8654,65.5801,66.5955,0.9028,137748168,65.7348,0
"13,12,2019",66.5955,67.5376,66.4655,67.5008,0.9053,133731224,66.20477143,0
"16,12,2019",67.9546,68.8844,67.9497,68.6563,0.7017,128324420,66.70524286,0
"17,12,2019",68.5851,69.1248,68.3962,68.7912,0.2061,114303192,67.0452,0
"18,12,2019",68.6415,69.1567,68.4747,68.6268,-0.0147,116098748,67.49448571,1
"19,12,2019",68.5679,68.9801,68.433,68.6955,0.1276,98507788,67.89891429,0
"20,12,2019",69.2377,69.3407,68.3373,68.5532,-0.6845,276130972,68.20275714,1
"23,12,2019",68.8206,69.7332,68.7822,69.6719,0.8513,98711532,68.64224286,0
"24,12,2019",69.8412,69.8902,69.4069,69.7381,-0.1031,48478856,68.96185714,1
"26,12,2019",69.8731,71.1389,69.8436,71.1218,1.2487,93336016,69.31407143,0
"27,12,2019",71.4186,72.1178,70.6826,71.0948,-0.3238,146371744,69.64315714,1
"30,12,2019",71.0114,71.8038,69.9712,71.5167,0.5053,144238456,70.056,0
"31,12,2019",71.1267,72.0466,71.0261,72.0393,0.9126,100990500,70.53368571,0
"2,1,2020",72.6747,73.7443,72.4171,73.6829,1.0082,135647456,71.2665,0
"3,1,2020",72.8979,73.7394,72.7384,72.9666,0.0687,146535512,71.73717143,0
"6,1,2020",72.0736,73.5873,71.8185,73.548,1.4744,117288824,72.28144286,0
"7,1,2020",73.5578,73.8179,72.9789,73.2021,-0.3557,111510620,72.57862857,1
"8,1,2020",72.9004,74.6863,72.8994,74.3797,1.4793,132363784,73.0479,0
"9,1,2020",75.372,76.1558,75.1181,75.9595,0.5875,167082252,73.68258571,0
"10,1,2020",76.1975,76.7053,75.621,76.1313,-0.0662,140869088,74.26715714,1
"13,01,2020",76.4526,77.7847,76.3324,77.7578,1.3052,120114968,74.84928571,0
"14,01,2020",77.694,77.9074,76.5827,76.7078,-0.9862,162613828,75.38374286,1
"15,01,2020",76.5042,77.3996,75.9399,76.379,-0.1252,121923528,75.78817143,1
"16,01,2020",76.931,77.4487,76.563,77.3358,0.4048,108829016,76.3787,0
"17,01,2020",77.5885,78.1944,77.2769,78.192,0.6035,137816468,76.92331429,0
"21,01,2020",77.8142,78.2631,77.5223,77.6621,-0.1521,108940156,77.16654286,1
"22,01,2020",78.1552,78.5011,77.8436,77.9393,-0.2159,101832460,77.42482857,1
"23,01,2020",77.9933,78.3956,77.4364,78.3146,0.3213,104471972,77.50437143,0
"24,01,2020",78.5649,79.3205,77.8948,78.0889,-0.476,146537520,77.70167143,1
"27,01,2020",76.065,76.4845,74.7943,75.7927,-0.2723,161940020,77.61791429,1
"28,01,2020",76.6882,78.111,76.5876,77.9368,1.2486,162233944,77.70377143,0
"29,01,2020",79.5952,80.4293,78.8421,79.5683,-0.0269,216599712,77.90038571,1
"30,01,2020",78.6369,79.5069,78.1969,79.4529,0.816,126743232,78.15621429,0
"31,01,2020",78.7317,79.161,75.6308,75.9301,-2.8016,199588384,77.86918571,1
"3,2,2020",74.652,76.9065,74.1417,75.7216,1.0696,173985604,77.49875714,0
"4,2,2020",77.353,78.4152,76.9419,78.2214,0.8684,136616536,77.51768571,0
"5,2,2020",79.3671,79.6713,78.246,78.8593,-0.5078,118826872,77.95577143,1
"6,2,2020",79.134,79.7841,78.5673,79.7817,0.6477,105425540,78.21932857,0
"7,2,2020",79.2752,79.5285,78.2006,78.6998,-0.5754,117684048,78.09525714,1
"10,2,2020",77.2612,79.0736,77.1801,79.0736,1.8124,109348860,78.04107143,0
"11,2,2020",79.5777,79.6515,78.3752,78.5965,-0.9812,94323120,78.42198571,1
"12,2,2020",79.0539,80.4679,79.0539,80.463,1.4091,113730292,79.09932857,0
"13,02,2020",79.7228,80.222,79.5162,79.89,0.1672,94747568,79.3377,0
"14,02,2020",79.8556,80.163,79.3933,79.9097,0.0541,80113788,79.48775714,0
"18,02,2020",77.5514,78.6309,77.367,78.4465,0.8951,152762180,79.29701429,0
"19,02,2020",78.6924,79.8163,78.6924,79.5826,0.8902,93983964,79.42312857,0
"20,02,2020",79.3392,79.8359,78.2522,78.7662,-0.573,100565956,79.37921429,1
"21,02,2020",78.3531,78.8031,76.3562,76.9833,-1.3698,129705660,79.14875714,1
"24,02,2020",73.1003,74.8021,71.1257,73.3266,0.2263,222195312,78.12927143,0
"25,02,2020",74.0078,74.3963,70.3633,70.8429,-3.1649,230673456,76.83682857,1
"26,02,2020",70.4617,73.2528,70.4543,71.9667,1.505,198713724,75.70211429,0
"27,02,2020",69.1264,70.3314,67.1246,67.2624,-1.864,320605524,74.10438571,1
"28,02,2020",63.2638,68.4649,63.0449,67.223,3.9592,426884920,72.33872857,0
"2,3,2020",69.4166,74.1283,68.2952,73.4815,4.0649,341397356,71.58377143,0
"3,3,2020",74.6767,74.7578,70.2822,71.1478,-3.5289,319475408,70.75012857,1
"4,3,2020",72.8987,74.6103,72.0847,74.448,1.5493,219178272,70.91032857,0
"5,3,2020",72.6725,73.6635,71.6618,72.0331,-0.6394,187572876,71.08035714,1
"6,3,2020",69.3477,71.5167,69.1583,71.0765,1.7288,226176984,70.95318571,0
"9,3,2020",64.8598,68.3862,64.6753,65.4549,0.5951,282534164,70.69497143,0
"10,3,2020",68.1526,70.4396,66.2418,70.1691,2.0165,285290080,71.11584286,0
"11,3,2020",68.214,69.1559,66.8541,67.732,-0.482,251274092,70.29448571,1
"12,3,2020",62.9392,66.3967,60.9866,61.0432,-1.896,418474068,68.85097143,1
"13,03,2020",65.1401,68.8362,62.2039,68.3567,3.2166,370732128,67.98078571,0
"16,03,2020",59.4989,63.7114,59.0193,59.5628,0.0639,317293276,66.19931429,0
"17,03,2020",60.8661,63.3499,58.6259,62.1818,1.3157,321976284,64.92864286,0
"18,03,2020",58.9628,61.4785,58.3111,60.6596,1.6968,300233624,64.2436,0
"19,03,2020",60.8354,62.1769,59.6612,60.1948,-0.6406,271857020,62.8187,1
"20,03,2020",60.785,61.9285,56.0684,56.3733,-4.4117,401693384,61.19602857,1
"23,03,2020",56.088,56.1912,52.2837,55.1757,-0.9123,336752832,60.35781429,1
"24,03,2020",58.1242,60.9104,57.6176,60.7112,2.587,287531092,59.2656,0
"25,03,2020",61.6629,63.5072,60.0768,60.3768,-1.2861,296674648,59.38188571,1
"26,03,2020",60.6227,63.613,60.5833,63.554,2.9313,252560676,59.57791429,0
"27,03,2020",62.1547,62.922,60.753,60.9227,-1.232,204216612,59.6155,1
